time,command,response
1.450000,1.070455,0.302256
1.460000,1.071950,0.311004
1.470000,1.073441,0.319876
1.480000,1.074926,0.328849
1.490000,1.076407,0.337893
1.500000,1.077884,0.346977
1.510000,1.079355,0.356065
1.520000,1.080821,0.365122
1.530000,1.082282,0.374112
1.540000,1.083738,0.382998
1.550000,1.085188,0.391748
1.560000,1.086633,0.400328
1.570000,1.088072,0.408712
1.580000,1.089506,0.416875
1.590000,1.090934,0.424798
1.600000,1.092356,0.432467
1.610000,1.093772,0.439875
1.620000,1.095182,0.447018
1.630000,1.096586,0.453902
1.640000,1.097984,0.460536
1.650000,1.099376,0.466935
1.660000,1.100761,0.473122
1.670000,1.102140,0.479120
1.680000,1.103513,0.484960
1.690000,1.104878,0.490674
1.700000,1.106237,0.496297
1.710000,1.107589,0.501866
1.720000,1.108935,0.507417
1.730000,1.110273,0.512986
1.740000,1.111604,0.518607
1.750000,1.112928,0.524312
1.760000,1.114245,0.530130
1.770000,1.115555,0.536083
1.780000,1.116857,0.542192
1.790000,1.118152,0.548470
1.800000,1.119439,0.554924
1.810000,1.120719,0.561557
1.820000,1.121990,0.568365
1.830000,1.123254,0.575337
1.840000,1.124510,0.582457
1.850000,1.125759,0.589706
1.860000,1.126999,0.597056
1.870000,1.128231,0.604479
1.880000,1.129454,0.611942
1.890000,1.130670,0.619411
1.900000,1.131877,0.626848
1.910000,1.133076,0.634218
1.920000,1.134266,0.641486
1.930000,1.135447,0.648617
1.940000,1.136620,0.655580
1.950000,1.137784,0.662348
1.960000,1.138940,0.668897
1.970000,1.140086,0.675208
1.980000,1.141223,0.681270
1.990000,1.142352,0.687074
2.000000,1.143471,0.692619
2.010000,1.144581,0.697910
2.020000,1.145682,0.702959
2.030000,1.146774,0.707780
2.040000,1.147856,0.712397
2.050000,1.148929,0.716834
2.060000,1.149992,0.721122
2.070000,1.151045,0.725294
2.080000,1.152089,0.729385
2.090000,1.153123,0.733432
2.100000,1.154148,0.737471
2.110000,1.155162,0.741537
2.120000,1.156167,0.745664
2.130000,1.157161,0.749885
2.140000,1.158146,0.754225
2.150000,1.159120,0.758710
2.160000,1.160085,0.763355
2.170000,1.161038,0.768176
2.180000,1.161982,0.773177
2.190000,1.162915,0.778361
2.200000,1.163838,0.783723
2.210000,1.164751,0.789250
2.220000,1.165653,0.794928
2.230000,1.166544,0.800733
2.240000,1.167424,0.806640
2.250000,1.168294,0.812619
2.260000,1.169153,0.818637
2.270000,1.170002,0.824658
2.280000,1.170839,0.830646
2.290000,1.171665,0.836566
2.300000,1.172481,0.842381
2.310000,1.173285,0.848059
2.320000,1.174079,0.853567
2.330000,1.174861,0.858880
2.340000,1.175632,0.863975
2.350000,1.176392,0.868834
2.360000,1.177140,0.873444
2.370000,1.177877,0.877800
2.380000,1.178603,0.881900
2.390000,1.179317,0.885752
2.400000,1.180020,0.889366
2.410000,1.180711,0.892759
2.420000,1.181391,0.895955
2.430000,1.182059,0.898979
2.440000,1.182716,0.901861
2.450000,1.183361,0.904637
2.460000,1.183994,0.907339
2.470000,1.184615,0.910006
2.480000,1.185224,0.912674
2.490000,1.185822,0.915378
2.500000,1.186408,0.918151
2.510000,1.186982,0.921025
2.520000,1.187543,0.924025
2.530000,1.188093,0.927176
2.540000,1.188631,0.930493
2.550000,1.189157,0.933990
2.560000,1.189670,0.937672
2.570000,1.190172,0.941539
2.580000,1.190661,0.945585
2.590000,1.191138,0.949799
2.600000,1.191603,0.954162
2.610000,1.192056,0.958653
2.620000,1.192496,0.963244
2.630000,1.192924,0.967906
2.640000,1.193340,0.972604
2.650000,1.193743,0.977304
2.660000,1.194134,0.981968
2.670000,1.194512,0.986562
2.680000,1.194878,0.991049
2.690000,1.195232,0.995397
2.700000,1.195573,0.999574
2.710000,1.195901,1.003556
2.720000,1.196217,1.007319
2.730000,1.196521,1.010847
2.740000,1.196812,1.014129
2.750000,1.197090,1.017158
2.760000,1.197356,1.019937
2.770000,1.197609,1.022470
2.780000,1.197849,1.024772
2.790000,1.198077,1.026859
2.800000,1.198292,1.028755
2.810000,1.198494,1.030486
2.820000,1.198684,1.032085
2.830000,1.198861,1.033584
2.840000,1.199025,1.035020
2.850000,1.199176,1.036429
2.860000,1.199315,1.037846
2.870000,1.199441,1.039308
2.880000,1.199554,1.040848
2.890000,1.199654,1.042495
2.900000,1.199742,1.044277
2.910000,1.199817,1.046214
2.920000,1.199879,1.048324
2.930000,1.199928,1.050617
2.940000,1.199965,1.053099
2.950000,1.199988,1.055769
2.960000,1.199999,1.058620
2.970000,1.199997,1.061640
2.980000,1.199983,1.064809
2.990000,1.199955,1.068106
3.000000,1.199915,1.071502
3.010000,1.199862,1.074967
3.020000,1.199796,1.078466
3.030000,1.199717,1.081965
3.040000,1.199626,1.085427
3.050000,1.199521,1.088815
3.060000,1.199404,1.092096
3.070000,1.199274,1.095235
3.080000,1.199132,1.098204
3.090000,1.198977,1.100977
3.100000,1.198809,1.103532
3.110000,1.198628,1.105853
3.120000,1.198434,1.107930
3.130000,1.198228,1.109758
3.140000,1.198009,1.111338
3.150000,1.197778,1.112680
3.160000,1.197534,1.113794
3.170000,1.197277,1.114701
3.180000,1.197008,1.115424
3.190000,1.196725,1.115991
3.200000,1.196431,1.116434
3.210000,1.196124,1.116786
3.220000,1.195804,1.117083
3.230000,1.195472,1.117362
3.240000,1.195127,1.117659
3.250000,1.194770,1.118009
3.260000,1.194400,1.118446
3.270000,1.194018,1.118998
3.280000,1.193623,1.119691
3.290000,1.193216,1.120546
3.300000,1.192797,1.121580
3.310000,1.192365,1.122803
3.320000,1.191921,1.124218
3.330000,1.191465,1.125824
3.340000,1.190996,1.127613
3.350000,1.190515,1.129572
3.360000,1.190022,1.131682
3.370000,1.189517,1.133919
3.380000,1.189000,1.136255
3.390000,1.188471,1.138659
3.400000,1.187929,1.141096
3.410000,1.187376,1.143531
3.420000,1.186810,1.145927
3.430000,1.186233,1.148248
3.440000,1.185643,1.150461
3.450000,1.185042,1.152531
3.460000,1.184429,1.154431
3.470000,1.183804,1.156135
3.480000,1.183168,1.157623
3.490000,1.182519,1.158879
3.500000,1.181859,1.159894
3.510000,1.181188,1.160664
3.520000,1.180505,1.161191
3.530000,1.179810,1.161485
3.540000,1.179103,1.161559
3.550000,1.178386,1.161432
3.560000,1.177657,1.161129
3.570000,1.176916,1.160680
3.580000,1.176164,1.160114
3.590000,1.175401,1.159468
3.600000,1.174627,1.158776
3.610000,1.173841,1.158077
3.620000,1.173044,1.157405
3.630000,1.172237,1.156795
3.640000,1.171418,1.156280
3.650000,1.170588,1.155890
3.660000,1.169747,1.155648
3.670000,1.168896,1.155576
3.680000,1.168034,1.155688
3.690000,1.167160,1.155995
3.700000,1.166277,1.156498
3.710000,1.165382,1.157197
3.720000,1.164477,1.158081
3.730000,1.163562,1.159137
3.740000,1.162636,1.160345
3.750000,1.161699,1.161680
3.760000,1.160753,1.163115
3.770000,1.159795,1.164616
3.780000,1.158828,1.166151
3.790000,1.157851,1.167682
3.800000,1.156863,1.169174
3.810000,1.155866,1.170590
3.820000,1.154858,1.171897
3.830000,1.153841,1.173062
3.840000,1.152813,1.174057
3.850000,1.151776,1.174858
3.860000,1.150729,1.175444
3.870000,1.149673,1.175801
3.880000,1.148607,1.175921
3.890000,1.147531,1.175801
3.900000,1.146446,1.175444
3.910000,1.145352,1.174859
3.920000,1.144248,1.174062
3.930000,1.143135,1.173073
3.940000,1.142013,1.171916
3.950000,1.140882,1.170622
3.960000,1.139742,1.169222
3.970000,1.138593,1.167751
3.980000,1.137435,1.166246
3.990000,1.136268,1.164742
4.000000,1.135093,1.163276
4.010000,1.133908,1.161883
4.020000,1.132716,1.160594
4.030000,1.131515,1.159438
4.040000,1.130305,1.158439
4.050000,1.129087,1.157617
4.060000,1.127861,1.156987
4.070000,1.126626,1.156556
4.080000,1.125384,1.156328
4.090000,1.124133,1.156298
4.100000,1.122875,1.156458
4.110000,1.121609,1.156792
4.120000,1.120334,1.157279
4.130000,1.119053,1.157895
4.140000,1.117763,1.158610
4.150000,1.116466,1.159393
4.160000,1.115162,1.160208
4.170000,1.113850,1.161020
4.180000,1.112531,1.161792
4.190000,1.111204,1.162489
4.200000,1.109871,1.163076
4.210000,1.108531,1.163522
4.220000,1.107183,1.163799
4.230000,1.105829,1.163884
4.240000,1.104468,1.163757
4.250000,1.103100,1.163404
4.260000,1.101726,1.162819
4.270000,1.100345,1.161999
4.280000,1.098958,1.160948
4.290000,1.097564,1.159677
4.300000,1.096165,1.158201
4.310000,1.094759,1.156542
4.320000,1.093347,1.154725
4.330000,1.091929,1.152780
4.340000,1.090505,1.150740
4.350000,1.089075,1.148640
4.360000,1.087640,1.146515
4.370000,1.086199,1.144404
4.380000,1.084752,1.142341
4.390000,1.083300,1.140360
4.400000,1.081843,1.138494
4.410000,1.080380,1.136770
4.420000,1.078913,1.135212
4.430000,1.077440,1.133839
4.440000,1.075962,1.132664
4.450000,1.074480,1.131695
4.460000,1.072993,1.130934
4.470000,1.071501,1.130376
4.480000,1.070004,1.130010
4.490000,1.068503,1.129822
4.500000,1.066998,1.129788
4.510000,1.065488,1.129885
4.520000,1.063974,1.130082
4.530000,1.062456,1.130347
4.540000,1.060934,1.130644
4.550000,1.059408,1.130938
4.560000,1.057879,1.131193
4.570000,1.056345,1.131372
4.580000,1.054808,1.131442
4.590000,1.053268,1.131373
4.600000,1.051724,1.131136
4.610000,1.050177,1.130709
4.620000,1.048626,1.130073
4.630000,1.047073,1.129216
4.640000,1.045516,1.128131
4.650000,1.043957,1.126816
4.660000,1.042394,1.125278
4.670000,1.040829,1.123527
4.680000,1.039262,1.121580
4.690000,1.037692,1.119458
4.700000,1.036119,1.117189
4.710000,1.034544,1.114801
4.720000,1.032967,1.112329
4.730000,1.031388,1.109808
4.740000,1.029807,1.107274
4.750000,1.028224,1.104764
4.760000,1.026639,1.102312
4.770000,1.025053,1.099954
4.780000,1.023464,1.097720
4.790000,1.021875,1.095638
4.800000,1.020284,1.093731
4.810000,1.018691,1.092016
4.820000,1.017098,1.090507
4.830000,1.015503,1.089209
4.840000,1.013907,1.088125
4.850000,1.012311,1.087248
4.860000,1.010713,1.086567
4.870000,1.009115,1.086066
4.880000,1.007517,1.085722
4.890000,1.005918,1.085510
4.900000,1.004318,1.085399
4.910000,1.002718,1.085355
4.920000,1.001119,1.085345
4.930000,0.999519,1.085332
4.940000,0.997919,1.085278
4.950000,0.996319,1.085151
4.960000,0.994719,1.084915
4.970000,0.993120,1.084540
4.980000,0.991521,1.084000
4.990000,0.989923,1.083272
5.000000,0.988325,1.082338
5.010000,0.986728,1.081188
5.020000,0.985132,1.079814
5.030000,0.983537,1.078217
5.040000,0.981943,1.076403
5.050000,0.980350,1.074384
5.060000,0.978759,1.072177
5.070000,0.977168,1.069805
5.080000,0.975580,1.067295
5.090000,0.973992,1.064677
5.100000,0.972407,1.061985
5.110000,0.970823,1.059255
5.120000,0.969241,1.056523
5.130000,0.967661,1.053825
5.140000,0.966083,1.051198
5.150000,0.964508,1.048673
5.160000,0.962934,1.046283
5.170000,0.961363,1.044054
5.180000,0.959794,1.042008
5.190000,0.958228,1.040162
5.200000,0.956665,1.038528
5.210000,0.955104,1.037113
5.220000,0.953547,1.035915
5.230000,0.951992,1.034928
5.240000,0.950440,1.034142
5.250000,0.948892,1.033537
5.260000,0.947347,1.033091
5.270000,0.945805,1.032778
5.280000,0.944266,1.032566
5.290000,0.942731,1.032423
5.300000,0.941200,1.032313
5.310000,0.939673,1.032199
5.320000,0.938149,1.032045
5.330000,0.936630,1.031817
5.340000,0.935114,1.031482
5.350000,0.933603,1.031008
5.360000,0.932096,1.030371
5.370000,0.930593,1.029548
5.380000,0.929095,1.028523
5.390000,0.927601,1.027285
5.400000,0.926112,1.025828
5.410000,0.924627,1.024154
5.420000,0.923148,1.022270
5.430000,0.921673,1.020188
5.440000,0.920203,1.017926
5.450000,0.918739,1.015508
5.460000,0.917279,1.012961
5.470000,0.915825,1.010317
5.480000,0.914377,1.007609
5.490000,0.912934,1.004874
5.500000,0.911496,1.002146
5.510000,0.910064,0.999464
5.520000,0.908638,0.996862
5.530000,0.907217,0.994373
5.540000,0.905803,0.992028
5.550000,0.904395,0.989852
5.560000,0.902992,0.987867
5.570000,0.901596,0.986090
5.580000,0.900206,0.984530
5.590000,0.898823,0.983195
5.600000,0.897446,0.982081
5.610000,0.896076,0.981182
5.620000,0.894712,0.980486
5.630000,0.893355,0.979973
5.640000,0.892005,0.979621
5.650000,0.890662,0.979401
5.660000,0.889326,0.979283
5.670000,0.887996,0.979233
5.680000,0.886674,0.979215
5.690000,0.885360,0.979193
5.700000,0.884052,0.979131
5.710000,0.882752,0.978994
5.720000,0.881460,0.978750
5.730000,0.880175,0.978368
5.740000,0.878898,0.977823
5.750000,0.877628,0.977095
5.760000,0.876367,0.976167
5.770000,0.875113,0.975029
5.780000,0.873867,0.973678
5.790000,0.872630,0.972114
5.800000,0.871400,0.970346
5.810000,0.870179,0.968387
5.820000,0.868966,0.966256
5.830000,0.867761,0.963977
5.840000,0.866565,0.961578
5.850000,0.865378,0.959092
5.860000,0.864199,0.956551
5.870000,0.863029,0.953992
5.880000,0.861867,0.951452
5.890000,0.860714,0.948966
5.900000,0.859571,0.946570
5.910000,0.858436,0.944296
5.920000,0.857310,0.942174
5.930000,0.856194,0.940229
5.940000,0.855086,0.938482
5.950000,0.853988,0.936949
5.960000,0.852900,0.935640
5.970000,0.851820,0.934558
5.980000,0.850750,0.933702
5.990000,0.849690,0.933064
6.000000,0.848640,0.932629
6.010000,0.847599,0.932379
6.020000,0.846567,0.932289
6.030000,0.845546,0.932332
6.040000,0.844534,0.932476
6.050000,0.843533,0.932686
6.060000,0.842541,0.932927
6.070000,0.841560,0.933162
6.080000,0.840588,0.933356
6.090000,0.839627,0.933473
6.100000,0.838676,0.933482
6.110000,0.837736,0.933354
6.120000,0.836806,0.933063
6.130000,0.835886,0.932590
6.140000,0.834977,0.931919
6.150000,0.834078,0.931041
6.160000,0.833190,0.929952
6.170000,0.832313,0.928656
6.180000,0.831446,0.927160
6.190000,0.830590,0.925480
6.200000,0.829745,0.923635
6.210000,0.828911,0.921649
6.220000,0.828088,0.919552
6.230000,0.827276,0.917375
6.240000,0.826475,0.915152
6.250000,0.825685,0.912921
6.260000,0.824906,0.910716
6.270000,0.824138,0.908575
6.280000,0.823382,0.906532
6.290000,0.822637,0.904620
6.300000,0.821903,0.902866
6.310000,0.821181,0.901296
6.320000,0.820470,0.899931
6.330000,0.819771,0.898784
6.340000,0.819083,0.897864
6.350000,0.818407,0.897176
6.360000,0.817742,0.896716
6.370000,0.817089,0.896474
6.380000,0.816448,0.896437
6.390000,0.815818,0.896584
6.400000,0.815200,0.896891
6.410000,0.814594,0.897329
6.420000,0.814000,0.897865
6.430000,0.813418,0.898465
6.440000,0.812848,0.899094
6.450000,0.812290,0.899714
6.460000,0.811744,0.900290
6.470000,0.811209,0.900788
6.480000,0.810687,0.901176
6.490000,0.810177,0.901425
6.500000,0.809680,0.901511
6.510000,0.809194,0.901414
6.520000,0.808721,0.901120
6.530000,0.808259,0.900621
6.540000,0.807810,0.899913
6.550000,0.807374,0.899002
6.560000,0.806950,0.897896
6.570000,0.806538,0.896610
6.580000,0.806138,0.895165
6.590000,0.805751,0.893585
6.600000,0.805376,0.891901
6.610000,0.805014,0.890145
6.620000,0.804664,0.888351
6.630000,0.804327,0.886555
6.640000,0.804002,0.884794
6.650000,0.803690,0.883105
6.660000,0.803390,0.881520
6.670000,0.803103,0.880072
6.680000,0.802829,0.878789
6.690000,0.802567,0.877696
6.700000,0.802318,0.876811
6.710000,0.802081,0.876148
6.720000,0.801857,0.875716
6.730000,0.801646,0.875517
6.740000,0.801448,0.875547
6.750000,0.801262,0.875795
6.760000,0.801089,0.876247
6.770000,0.800928,0.876882
6.780000,0.800781,0.877674
6.790000,0.800646,0.878593
6.800000,0.800524,0.879608
6.810000,0.800414,0.880684
6.820000,0.800318,0.881783
6.830000,0.800234,0.882871
6.840000,0.800163,0.883911
6.850000,0.800105,0.884869
6.860000,0.800059,0.885714
6.870000,0.800027,0.886417
6.880000,0.800007,0.886956
6.890000,0.800000,0.887311
6.900000,0.800006,0.887468
6.910000,0.800024,0.887421
6.920000,0.800056,0.887167
6.930000,0.800100,0.886710
6.940000,0.800157,0.886063
6.950000,0.800227,0.885239
6.960000,0.800309,0.884261
6.970000,0.800404,0.883154
6.980000,0.800513,0.881947
6.990000,0.800633,0.880675
7.000000,0.800767,0.879371
7.010000,0.800913,0.878072
7.020000,0.801073,0.876814
7.030000,0.801244,0.875633
7.040000,0.801429,0.874562
7.050000,0.801626,0.873634
7.060000,0.801836,0.872876
7.070000,0.802059,0.872311
7.080000,0.802294,0.871958
7.090000,0.802542,0.871829
7.100000,0.802803,0.871932
7.110000,0.803076,0.872268
7.120000,0.803362,0.872832
7.130000,0.803660,0.873614
7.140000,0.803971,0.874597
7.150000,0.804295,0.875760
7.160000,0.804631,0.877076
7.170000,0.804979,0.878515
7.180000,0.805340,0.880045
7.190000,0.805714,0.881630
7.200000,0.806100,0.883235
7.210000,0.806498,0.884822
7.220000,0.806909,0.886356
7.230000,0.807332,0.887804
7.240000,0.807767,0.889134
7.250000,0.808215,0.890319
7.260000,0.808675,0.891336
7.270000,0.809147,0.892167
7.280000,0.809632,0.892799
7.290000,0.810128,0.893225
7.300000,0.810637,0.893445
7.310000,0.811158,0.893464
7.320000,0.811691,0.893293
7.330000,0.812236,0.892949
7.340000,0.812793,0.892454
7.350000,0.813362,0.891833
7.360000,0.813943,0.891118
7.370000,0.814536,0.890342
7.380000,0.815141,0.889538
7.390000,0.815758,0.888745
7.400000,0.816386,0.887998
7.410000,0.817026,0.887332
7.420000,0.817678,0.886782
7.430000,0.818341,0.886378
7.440000,0.819017,0.886146
7.450000,0.819703,0.886111
7.460000,0.820402,0.886288
7.470000,0.821111,0.886691
7.480000,0.821832,0.887326
7.490000,0.822565,0.888192
7.500000,0.823309,0.889285
7.510000,0.824064,0.890592
7.520000,0.824831,0.892097
7.530000,0.825609,0.893776
7.540000,0.826398,0.895604
7.550000,0.827198,0.897549
7.560000,0.828009,0.899579
7.570000,0.828831,0.901658
7.580000,0.829664,0.903750
7.590000,0.830508,0.905818
7.600000,0.831362,0.907826
7.610000,0.832228,0.909742
7.620000,0.833104,0.911535
7.630000,0.833991,0.913178
7.640000,0.834889,0.914648
7.650000,0.835797,0.915928
7.660000,0.836716,0.917007
7.670000,0.837645,0.917879
7.680000,0.838585,0.918543
7.690000,0.839534,0.919006
7.700000,0.840495,0.919280
7.710000,0.841465,0.919382
7.720000,0.842445,0.919335
7.730000,0.843436,0.919166
7.740000,0.844437,0.918905
7.750000,0.845447,0.918586
7.760000,0.846468,0.918244
7.770000,0.847498,0.917916
7.780000,0.848538,0.917638
7.790000,0.849588,0.917444
7.800000,0.850647,0.917369
7.810000,0.851716,0.917443
7.820000,0.852794,0.917691
7.830000,0.853882,0.918136
7.840000,0.854979,0.918794
7.850000,0.856086,0.919677
7.860000,0.857201,0.920791
7.870000,0.858326,0.922134
7.880000,0.859460,0.923699
7.890000,0.860603,0.925475
7.900000,0.861755,0.927443
7.910000,0.862915,0.929580
7.920000,0.864085,0.931859
7.930000,0.865263,0.934249
7.940000,0.866450,0.936716
7.950000,0.867645,0.939224
7.960000,0.868849,0.941737
7.970000,0.870061,0.944218
7.980000,0.871281,0.946633
7.990000,0.872510,0.948948
8.000000,0.873747,0.951133
8.010000,0.874992,0.953162
8.020000,0.876245,0.955014
8.030000,0.877505,0.956671
8.040000,0.878774,0.958123
8.050000,0.880051,0.959364
8.060000,0.881335,0.960396
8.070000,0.882626,0.961226
8.080000,0.883926,0.961866
8.090000,0.885232,0.962335
8.100000,0.886546,0.962656
8.110000,0.887868,0.962856
8.120000,0.889196,0.962967
8.130000,0.890532,0.963022
8.140000,0.891874,0.963057
8.150000,0.893224,0.963109
8.160000,0.894580,0.963213
8.170000,0.895943,0.963404
8.180000,0.897313,0.963715
8.190000,0.898689,0.964176
8.200000,0.900072,0.964813
8.210000,0.901461,0.965646
8.220000,0.902856,0.966692
8.230000,0.904258,0.967961
8.240000,0.905666,0.969457
8.250000,0.907080,0.971179
8.260000,0.908499,0.973119
8.270000,0.909925,0.975264
8.280000,0.911356,0.977595
8.290000,0.912793,0.980089
8.300000,0.914236,0.982716
8.310000,0.915684,0.985446
8.320000,0.917138,0.988245
8.330000,0.918597,0.991077
8.340000,0.920061,0.993904
8.350000,0.921530,0.996692
8.360000,0.923004,0.999405
8.370000,0.924483,1.002010
8.380000,0.925967,1.004477
8.390000,0.927456,1.006782
8.400000,0.928949,1.008903
8.410000,0.930447,1.010824
8.420000,0.931950,1.012535
8.430000,0.933456,1.014032
8.440000,0.934967,1.015317
8.450000,0.936482,1.016398
8.460000,0.938001,1.017288
8.470000,0.939525,1.018007
8.480000,0.941052,1.018578
8.490000,0.942582,1.019030
8.500000,0.944117,1.019393
8.510000,0.945655,1.019702
8.520000,0.947196,1.019994
8.530000,0.948741,1.020303
8.540000,0.950290,1.020667
8.550000,0.951841,1.021119
8.560000,0.953395,1.021692
8.570000,0.954953,1.022416
8.580000,0.956513,1.023315
8.590000,0.958076,1.024409
8.600000,0.959642,1.025715
8.610000,0.961210,1.027240
8.620000,0.962781,1.028990
8.630000,0.964354,1.030961
8.640000,0.965930,1.033145
8.650000,0.967508,1.035527
8.660000,0.969087,1.038088
8.670000,0.970669,1.040804
8.680000,0.972253,1.043646
8.690000,0.973838,1.046581
8.700000,0.975425,1.049576
8.710000,0.977014,1.052595
8.720000,0.978604,1.055600
8.730000,0.980195,1.058556
8.740000,0.981788,1.061428
8.750000,0.983382,1.064184
8.760000,0.984977,1.066795
8.770000,0.986573,1.069235
8.780000,0.988170,1.071485
8.790000,0.989767,1.073529
8.800000,0.991366,1.075359
8.810000,0.992964,1.076970
8.820000,0.994564,1.078366
8.830000,0.996163,1.079556
8.840000,0.997763,1.080553
8.850000,0.999363,1.081378
8.860000,1.000963,1.082056
8.870000,1.002563,1.082614
8.880000,1.004163,1.083086
8.890000,1.005762,1.083504
8.900000,1.007361,1.083906
8.910000,1.008960,1.084327
8.920000,1.010558,1.084804
8.930000,1.012155,1.085370
8.940000,1.013752,1.086058
8.950000,1.015348,1.086896
8.960000,1.016943,1.087909
8.970000,1.018536,1.089115
8.980000,1.020129,1.090531
8.990000,1.021720,1.092163
9.000000,1.023310,1.094016
9.010000,1.024898,1.096084
9.020000,1.026485,1.098360
9.030000,1.028070,1.100827
9.040000,1.029653,1.103466
9.050000,1.031235,1.106252
9.060000,1.032814,1.109154
9.070000,1.034391,1.112141
9.080000,1.035966,1.115178
9.090000,1.037539,1.118230
9.100000,1.039109,1.121258
9.110000,1.040677,1.124228
9.120000,1.042242,1.127104
9.130000,1.043805,1.129856
9.140000,1.045365,1.132454
9.150000,1.046921,1.134875
9.160000,1.048475,1.137098
9.170000,1.050026,1.139109
9.180000,1.051574,1.140901
9.190000,1.053118,1.142471
9.200000,1.054659,1.143822
9.210000,1.056196,1.144964
9.220000,1.057730,1.145913
9.230000,1.059260,1.146689
9.240000,1.060786,1.147317
9.250000,1.062308,1.147826
9.260000,1.063827,1.148249
9.270000,1.065341,1.148620
9.280000,1.066851,1.148976
9.290000,1.068357,1.149353
9.300000,1.069858,1.149786
9.310000,1.071355,1.150309
